season,player_id,player_name,team,date,opponent,is_home,is_win,game_pk,position,innings,putouts,assists,errors,throwing_errors,chances,fielding_pct,double_plays,triple_plays,range_factor_per_game,range_factor_per_9
2025,802680,Tyler Bradt,Glendale Desert Dogs,2025-10-17,Surprise Saguaros,False,True,825587,P,1.0,0,0,0,0,0,.000,0,0,0.00,0.00
2025,802680,Tyler Bradt,Glendale Desert Dogs,2025-10-21,Surprise Saguaros,False,False,825581,P,0.1,0,0,0,0,0,.000,0,0,0.00,0.00
2025,802680,Tyler Bradt,Glendale Desert Dogs,2025-10-25,Peoria Javelinas,True,False,825662,P,1.0,1,0,0,0,1,1.000,1,0,1.00,9.00
2025,802680,Tyler Bradt,Glendale Desert Dogs,2025-10-28,Mesa Solar Sox,False,False,825599,P,1.0,0,0,0,0,0,1.000,0,0,0.00,0.00
2025,802680,Tyler Bradt,Glendale Desert Dogs,2025-10-31,Peoria Javelinas,True,True,825659,P,1.0,0,0,0,0,0,1.000,0,0,0.00,0.00
2025,802680,Tyler Bradt,Glendale Desert Dogs,2025-11-06,Peoria Javelinas,False,True,825641,P,1.0,0,0,0,0,0,1.000,0,0,0.00,0.00
2025,802680,Tyler Bradt,Glendale Desert Dogs,2025-11-10,Mesa Solar Sox,True,False,825653,P,1.2,0,0,0,0,0,1.000,0,0,0.00,0.00
2025,830485,Trent Buchanan,Glendale Desert Dogs,2025-10-09,Scottsdale Scorpions,True,True,825666,P,1.1,0,0,0,0,0,.000,0,0,0.00,0.00
2025,830485,Trent Buchanan,Glendale Desert Dogs,2025-10-18,Mesa Solar Sox,True,False,825663,P,0.1,0,0,0,0,0,.000,0,0,0.00,0.00
2025,830485,Trent Buchanan,Glendale Desert Dogs,2025-10-21,Surprise Saguaros,False,False,825581,P,1.0,0,0,0,0,0,.000,0,0,0.00,0.00
2025,830485,Trent Buchanan,Glendale Desert Dogs,2025-10-25,Peoria Javelinas,True,False,825662,P,0.1,0,0,0,0,0,.000,0,0,0.00,0.00
2025,830485,Trent Buchanan,Glendale Desert Dogs,2025-10-28,Mesa Solar Sox,False,False,825599,P,0.1,0,0,0,0,0,.000,0,0,0.00,0.00
2025,830485,Trent Buchanan,Glendale Desert Dogs,2025-10-30,Scottsdale Scorpions,False,False,825612,P,1.1,0,0,0,0,0,.000,0,0,0.00,0.00
2025,830485,Trent Buchanan,Glendale Desert Dogs,2025-11-02,Surprise Saguaros,True,False,825658,P,0.2,0,0,0,0,0,.000,0,0,0.00,0.00
2025,830485,Trent Buchanan,Glendale Desert Dogs,2025-11-05,Mesa Solar Sox,False,True,825594,P,1.0,0,0,0,0,0,.000,0,0,0.00,0.00
2025,830485,Trent Buchanan,Glendale Desert Dogs,2025-11-11,Scottsdale Scorpions,False,True,825608,P,1.1,0,0,0,0,0,.000,0,0,0.00,0.00
2025,681884,D.J. Carpenter,Glendale Desert Dogs,2025-10-09,Scottsdale Scorpions,True,True,825666,P,0.2,0,0,0,0,0,.000,0,0,0.00,0.00
2025,681884,D.J. Carpenter,Glendale Desert Dogs,2025-10-15,Peoria Javelinas,False,True,825648,P,0.2,0,0,0,0,0,.000,0,0,0.00,0.00
2025,681884,D.J. Carpenter,Glendale Desert Dogs,2025-10-19,Salt River Rafters,True,False,825647,P,0.1,0,0,0,0,0,.000,0,0,0.00,0.00
2025,681884,D.J. Carpenter,Glendale Desert Dogs,2025-10-22,Peoria Javelinas,False,False,825643,P,1.0,0,0,0,0,0,.000,0,0,0.00,0.00
2025,681884,D.J. Carpenter,Glendale Desert Dogs,2025-10-26,Salt River Rafters,True,True,825660,P,0.1,0,0,0,0,0,.000,0,0,0.00,0.00
2025,681884,D.J. Carpenter,Glendale Desert Dogs,2025-10-30,Scottsdale Scorpions,False,False,825612,P,1.0,0,0,0,0,0,.000,0,0,0.00,0.00
2025,681884,D.J. Carpenter,Glendale Desert Dogs,2025-11-02,Surprise Saguaros,True,False,825658,P,1.0,0,0,0,0,0,.000,0,0,0.00,0.00
2025,681884,D.J. Carpenter,Glendale Desert Dogs,2025-11-07,Scottsdale Scorpions,True,True,825655,P,1.0,0,1,0,0,1,1.000,0,0,1.00,9.00
2025,807724,Justin Chambers,Glendale Desert Dogs,2025-10-14,Salt River Rafters,False,False,825636,P,1.1,0,0,0,0,0,.000,0,0,0.00,0.00
2025,807724,Justin Chambers,Glendale Desert Dogs,2025-10-19,Salt River Rafters,True,False,825647,P,0.2,0,0,0,0,0,.000,0,0,0.00,0.00
2025,807724,Justin Chambers,Glendale Desert Dogs,2025-10-22,Peoria Javelinas,False,False,825643,P,1.0,0,0,0,0,0,.000,0,0,0.00,0.00
2025,807724,Justin Chambers,Glendale Desert Dogs,2025-10-26,Salt River Rafters,True,True,825660,P,1.0,0,0,0,0,0,.000,0,0,0.00,0.00
2025,807724,Justin Chambers,Glendale Desert Dogs,2025-10-30,Scottsdale Scorpions,False,False,825612,P,1.2,0,1,0,0,1,1.000,0,0,1.00,9.00
2025,807724,Justin Chambers,Glendale Desert Dogs,2025-11-04,Peoria Javelinas,True,True,825657,P,1.0,0,0,0,0,0,1.000,0,0,0.00,0.00
2025,807724,Justin Chambers,Glendale Desert Dogs,2025-11-07,Scottsdale Scorpions,True,True,825655,P,1.0,0,0,0,0,0,1.000,0,0,0.00,0.00
2025,807724,Justin Chambers,Glendale Desert Dogs,2025-11-10,Mesa Solar Sox,True,False,825653,P,0.2,0,0,0,0,0,1.000,0,0,0.00,0.00
2025,695003,Randel Clemente,Glendale Desert Dogs,2025-10-08,Surprise Saguaros,False,False,825591,P,0.2,0,0,0,0,0,.000,0,0,0.00,0.00
2025,695003,Randel Clemente,Glendale Desert Dogs,2025-10-16,Scottsdale Scorpions,False,False,825621,P,1.0,0,0,0,0,0,.000,0,0,0.00,0.00
2025,695003,Randel Clemente,Glendale Desert Dogs,2025-10-19,Salt River Rafters,True,False,825647,P,1.0,0,0,0,0,0,.000,0,0,0.00,0.00
2025,695003,Randel Clemente,Glendale Desert Dogs,2025-10-23,Salt River Rafters,False,False,825630,P,0.1,0,0,0,0,0,.000,0,0,0.00,0.00
2025,695003,Randel Clemente,Glendale Desert Dogs,2025-10-28,Mesa Solar Sox,False,False,825599,P,1.0,0,0,0,0,0,.000,0,0,0.00,0.00
2025,695003,Randel Clemente,Glendale Desert Dogs,2025-10-31,Peoria Javelinas,True,True,825659,P,1.0,0,0,0,0,0,.000,0,0,0.00,0.00
2025,695003,Randel Clemente,Glendale Desert Dogs,2025-11-05,Mesa Solar Sox,False,True,825594,P,1.1,0,0,0,0,0,.000,0,0,0.00,0.00
2025,695003,Randel Clemente,Glendale Desert Dogs,2025-11-11,Scottsdale Scorpions,False,True,825608,P,1.2,0,0,0,0,0,.000,0,0,0.00,0.00
2025,802117,Patrick Clohisy,Glendale Desert Dogs,2025-10-07,Salt River Rafters,False,False,825635,LF,8.0,0,0,0,0,0,.000,0,0,0.00,0.00
2025,802117,Patrick Clohisy,Glendale Desert Dogs,2025-10-08,Surprise Saguaros,False,False,825591,LF,9.2,6,0,0,0,6,1.000,0,0,6.00,6.00
2025,802117,Patrick Clohisy,Glendale Desert Dogs,2025-10-09,Scottsdale Scorpions,True,True,825666,CF,9.0,0,0,0,0,0,1.000,0,0,0.00,0.00
2025,802117,Patrick Clohisy,Glendale Desert Dogs,2025-10-14,Salt River Rafters,False,False,825636,LF,8.0,2,0,0,0,2,1.000,0,0,2.00,2.25
2025,802117,Patrick Clohisy,Glendale Desert Dogs,2025-10-16,Scottsdale Scorpions,False,False,825621,CF,8.0,2,0,0,0,2,1.000,0,0,2.00,2.25
2025,802117,Patrick Clohisy,Glendale Desert Dogs,2025-10-17,Surprise Saguaros,False,True,825587,CF,9.0,1,0,0,0,1,1.000,0,0,1.00,1.00
2025,802117,Patrick Clohisy,Glendale Desert Dogs,2025-10-18,Mesa Solar Sox,True,False,825663,LF,7.0,1,0,0,0,1,1.000,0,0,1.00,1.29
2025,802117,Patrick Clohisy,Glendale Desert Dogs,2025-10-19,Salt River Rafters,True,False,825647,CF,9.0,2,0,0,0,2,1.000,0,0,2.00,2.00
2025,802117,Patrick Clohisy,Glendale Desert Dogs,2025-10-21,Surprise Saguaros,False,False,825581,CF,6.0,2,0,0,0,2,1.000,0,0,2.00,3.00
2025,802117,Patrick Clohisy,Glendale Desert Dogs,2025-10-21,Surprise Saguaros,False,False,825664,LF,6.0,1,0,0,0,1,1.000,0,0,1.00,1.50
2025,802117,Patrick Clohisy,Glendale Desert Dogs,2025-10-22,Peoria Javelinas,False,False,825643,LF,8.0,3,0,0,0,3,1.000,0,0,3.00,3.38
2025,802117,Patrick Clohisy,Glendale Desert Dogs,2025-10-23,Salt River Rafters,False,False,825630,CF,8.0,3,0,0,0,3,1.000,0,0,3.00,3.38
2025,802117,Patrick Clohisy,Glendale Desert Dogs,2025-10-26,Salt River Rafters,True,True,825660,LF,9.0,1,0,0,0,1,1.000,0,0,1.00,1.00
2025,802117,Patrick Clohisy,Glendale Desert Dogs,2025-10-28,Mesa Solar Sox,False,False,825599,LF,8.0,1,0,0,0,1,1.000,0,0,1.00,1.13
2025,802117,Patrick Clohisy,Glendale Desert Dogs,2025-10-30,Scottsdale Scorpions,False,False,825612,CF,8.0,1,0,0,0,1,1.000,0,0,1.00,1.13
2025,802117,Patrick Clohisy,Glendale Desert Dogs,2025-10-31,Peoria Javelinas,True,True,825659,LF,7.0,1,0,0,0,1,1.000,0,0,1.00,1.29
2025,802117,Patrick Clohisy,Glendale Desert Dogs,2025-11-01,Mesa Solar Sox,False,False,825598,LF,8.2,2,0,0,0,2,1.000,0,0,2.00,2.25
2025,802117,Patrick Clohisy,Glendale Desert Dogs,2025-11-04,Peoria Javelinas,True,True,825657,LF,9.0,0,0,0,0,0,1.000,0,0,0.00,0.00
2025,802117,Patrick Clohisy,Glendale Desert Dogs,2025-11-05,Mesa Solar Sox,False,True,825594,CF,9.0,1,0,0,0,1,1.000,0,0,1.00,1.00
2025,802117,Patrick Clohisy,Glendale Desert Dogs,2025-11-06,Peoria Javelinas,False,True,825641,LF,7.0,1,0,0,0,1,1.000,0,0,1.00,1.29
2025,802117,Patrick Clohisy,Glendale Desert Dogs,2025-11-11,Scottsdale Scorpions,False,True,825608,LF,7.0,1,0,0,0,1,1.000,0,0,1.00,1.29
2025,702690,Cutter Coffey,Glendale Desert Dogs,2025-10-07,Salt River Rafters,False,False,825635,DH,0.0,0,0,0,0,0,.000,0,0,0.00,-.--
2025,702690,Cutter Coffey,Glendale Desert Dogs,2025-10-08,Surprise Saguaros,False,False,825591,3B,9.2,0,0,0,0,0,.000,0,0,0.00,0.00
2025,702690,Cutter Coffey,Glendale Desert Dogs,2025-10-09,Scottsdale Scorpions,True,True,825666,3B,9.0,0,2,0,0,2,1.000,0,0,2.00,2.00
2025,702690,Cutter Coffey,Glendale Desert Dogs,2025-10-14,Salt River Rafters,False,False,825636,DH,0.0,0,0,0,0,0,1.000,0,0,0.00,-.--
2025,702690,Cutter Coffey,Glendale Desert Dogs,2025-10-16,Scottsdale Scorpions,False,False,825621,2B,8.0,0,2,0,0,2,1.000,0,0,2.00,2.25
2025,702690,Cutter Coffey,Glendale Desert Dogs,2025-10-17,Surprise Saguaros,False,True,825587,2B,9.0,1,3,0,0,4,1.000,0,0,4.00,4.00
2025,702690,Cutter Coffey,Glendale Desert Dogs,2025-10-18,Mesa Solar Sox,True,False,825663,3B,7.0,0,1,0,0,1,1.000,0,0,1.00,1.29
2025,702690,Cutter Coffey,Glendale Desert Dogs,2025-10-21,Surprise Saguaros,False,False,825664,3B,6.0,1,0,0,0,1,1.000,0,0,1.00,1.50
2025,702690,Cutter Coffey,Glendale Desert Dogs,2025-10-23,Salt River Rafters,False,False,825630,2B,8.0,2,2,0,0,4,1.000,0,0,4.00,4.50
2025,702690,Cutter Coffey,Glendale Desert Dogs,2025-10-26,Salt River Rafters,True,True,825660,3B,9.0,0,2,1,1,3,.941,0,0,2.00,2.00
2025,702690,Cutter Coffey,Glendale Desert Dogs,2025-10-29,Mesa Solar Sox,True,True,825656,DH,0.0,0,0,0,0,0,.941,0,0,0.00,-.--
2025,702690,Cutter Coffey,Glendale Desert Dogs,2025-10-31,Peoria Javelinas,True,True,825659,3B,7.0,1,0,0,0,1,.944,0,0,1.00,1.29
2025,702690,Cutter Coffey,Glendale Desert Dogs,2025-11-01,Mesa Solar Sox,False,False,825598,2B,8.2,2,2,1,0,5,.913,0,0,4.00,4.50
2025,702690,Cutter Coffey,Glendale Desert Dogs,2025-11-05,Mesa Solar Sox,False,True,825594,DH,0.0,0,0,0,0,0,.913,0,0,0.00,-.--
2025,702690,Cutter Coffey,Glendale Desert Dogs,2025-11-06,Peoria Javelinas,False,True,825641,2B,7.0,0,1,0,0,1,.917,0,0,1.00,1.29
2025,702690,Cutter Coffey,Glendale Desert Dogs,2025-11-07,Scottsdale Scorpions,True,True,825655,3B,9.0,0,4,0,0,4,.929,2,0,4.00,4.00
2025,702690,Cutter Coffey,Glendale Desert Dogs,2025-11-10,Mesa Solar Sox,True,False,825653,3B,7.0,1,2,1,1,4,.906,1,0,3.00,3.86
2025,702690,Cutter Coffey,Glendale Desert Dogs,2025-11-11,Scottsdale Scorpions,False,True,825608,DH,0.0,0,0,0,0,0,.906,0,0,0.00,-.--
2025,804645,Caden Connor,Glendale Desert Dogs,2025-10-07,Salt River Rafters,False,False,825635,RF,8.0,3,0,0,0,3,1.000,0,0,3.00,3.38
2025,804645,Caden Connor,Glendale Desert Dogs,2025-10-08,Surprise Saguaros,False,False,825591,RF,9.2,2,1,0,0,3,1.000,0,0,3.00,3.00
2025,804645,Caden Connor,Glendale Desert Dogs,2025-10-09,Scottsdale Scorpions,True,True,825666,RF,9.0,1,0,0,0,1,1.000,0,0,1.00,1.00
2025,804645,Caden Connor,Glendale Desert Dogs,2025-10-15,Peoria Javelinas,False,True,825648,RF,9.0,4,0,0,0,4,1.000,0,0,4.00,4.00
2025,804645,Caden Connor,Glendale Desert Dogs,2025-10-16,Scottsdale Scorpions,False,False,825621,RF,8.0,0,0,0,0,0,1.000,0,0,0.00,0.00
2025,804645,Caden Connor,Glendale Desert Dogs,2025-10-17,Surprise Saguaros,False,True,825587,LF,9.0,1,0,0,0,1,1.000,0,0,1.00,1.00
2025,804645,Caden Connor,Glendale Desert Dogs,2025-10-18,Mesa Solar Sox,True,False,825663,RF,7.0,3,0,0,0,3,1.000,0,0,3.00,3.86
2025,804645,Caden Connor,Glendale Desert Dogs,2025-10-19,Salt River Rafters,True,False,825647,LF,9.0,2,0,0,0,2,1.000,0,0,2.00,2.00
2025,804645,Caden Connor,Glendale Desert Dogs,2025-10-21,Surprise Saguaros,False,False,825581,1B,6.0,2,0,0,0,2,1.000,0,0,2.00,3.00
2025,804645,Caden Connor,Glendale Desert Dogs,2025-10-21,Surprise Saguaros,False,False,825664,RF,6.0,2,0,0,0,2,1.000,0,0,2.00,3.00
2025,804645,Caden Connor,Glendale Desert Dogs,2025-10-22,Peoria Javelinas,False,False,825643,RF,8.0,2,0,1,1,3,.958,0,0,2.00,2.25
2025,804645,Caden Connor,Glendale Desert Dogs,2025-10-25,Peoria Javelinas,True,False,825662,LF,9.0,2,0,0,0,2,.962,0,0,2.00,2.00
2025,804645,Caden Connor,Glendale Desert Dogs,2025-10-28,Mesa Solar Sox,False,False,825599,1B,8.0,8,0,0,0,8,.971,1,0,8.00,9.00
2025,804645,Caden Connor,Glendale Desert Dogs,2025-10-30,Scottsdale Scorpions,False,False,825612,RF,8.0,1,0,0,0,1,.971,0,0,1.00,1.13
2025,804645,Caden Connor,Glendale Desert Dogs,2025-11-01,Mesa Solar Sox,False,False,825598,RF,8.2,0,0,0,0,0,.971,0,0,0.00,0.00
2025,804645,Caden Connor,Glendale Desert Dogs,2025-11-02,Surprise Saguaros,True,False,825658,DH,0.0,0,0,0,0,0,.971,0,0,0.00,-.--
2025,804645,Caden Connor,Glendale Desert Dogs,2025-11-04,Peoria Javelinas,True,True,825657,RF,9.0,0,0,0,0,0,.971,0,0,0.00,0.00
2025,804645,Caden Connor,Glendale Desert Dogs,2025-11-06,Peoria Javelinas,False,True,825641,RF,7.0,0,0,0,0,0,.971,0,0,0.00,0.00
2025,804645,Caden Connor,Glendale Desert Dogs,2025-11-10,Mesa Solar Sox,True,False,825653,RF,7.0,1,0,0,0,1,.972,0,0,1.00,1.29
2025,699823,Tyler Davis,Glendale Desert Dogs,2025-10-08,Surprise Saguaros,False,False,825591,P,1.0,0,0,0,0,0,.000,0,0,0.00,0.00
2025,699823,Tyler Davis,Glendale Desert Dogs,2025-10-15,Peoria Javelinas,False,True,825648,P,2.0,0,0,0,0,0,.000,0,0,0.00,0.00
2025,699823,Tyler Davis,Glendale Desert Dogs,2025-10-19,Salt River Rafters,True,False,825647,P,1.0,0,0,0,0,0,.000,0,0,0.00,0.00
2025,699823,Tyler Davis,Glendale Desert Dogs,2025-10-23,Salt River Rafters,False,False,825630,P,0.2,0,0,0,0,0,.000,0,0,0.00,0.00
2025,699823,Tyler Davis,Glendale Desert Dogs,2025-10-26,Salt River Rafters,True,True,825660,P,1.0,0,0,0,0,0,.000,0,0,0.00,0.00
2025,699823,Tyler Davis,Glendale Desert Dogs,2025-10-29,Mesa Solar Sox,True,True,825656,P,1.0,0,0,0,0,0,.000,0,0,0.00,0.00
2025,699823,Tyler Davis,Glendale Desert Dogs,2025-11-01,Mesa Solar Sox,False,False,825598,P,1.0,0,0,0,0,0,.000,0,0,0.00,0.00
2025,699823,Tyler Davis,Glendale Desert Dogs,2025-11-04,Peoria Javelinas,True,True,825657,P,2.0,0,1,0,0,1,1.000,0,0,1.00,4.50
2025,699823,Tyler Davis,Glendale Desert Dogs,2025-11-07,Scottsdale Scorpions,True,True,825655,P,1.0,1,0,0,0,1,1.000,0,0,1.00,9.00
2025,683103,Cade Doughty,Glendale Desert Dogs,2025-11-04,Peoria Javelinas,True,True,825657,DH,0.0,0,0,0,0,0,.000,0,0,0.00,-.--
2025,683103,Cade Doughty,Glendale Desert Dogs,2025-11-05,Mesa Solar Sox,False,True,825594,3B,9.0,2,1,0,0,3,1.000,0,0,3.00,3.00
2025,683103,Cade Doughty,Glendale Desert Dogs,2025-11-07,Scottsdale Scorpions,True,True,825655,2B,9.0,3,4,0,0,7,1.000,2,0,7.00,7.00
2025,683103,Cade Doughty,Glendale Desert Dogs,2025-11-10,Mesa Solar Sox,True,False,825653,DH,0.0,0,0,0,0,0,1.000,0,0,0.00,-.--
2025,683103,Cade Doughty,Glendale Desert Dogs,2025-11-11,Scottsdale Scorpions,False,True,825608,SS,7.0,1,1,0,0,2,1.000,1,0,2.00,2.57
2025,698927,Edward Duran,Glendale Desert Dogs,2025-10-08,Surprise Saguaros,False,False,825591,C,9.2,18,1,0,0,19,1.000,0,0,19.00,19.00
2025,698927,Edward Duran,Glendale Desert Dogs,2025-10-15,Peoria Javelinas,False,True,825648,C,9.0,10,2,0,0,12,1.000,0,0,12.00,12.00
2025,698927,Edward Duran,Glendale Desert Dogs,2025-10-19,Salt River Rafters,True,False,825647,C,9.0,9,1,1,1,11,.976,0,0,10.00,10.00
2025,698927,Edward Duran,Glendale Desert Dogs,2025-10-22,Peoria Javelinas,False,False,825643,C,8.0,11,2,0,0,13,.982,0,0,13.00,14.63
2025,698927,Edward Duran,Glendale Desert Dogs,2025-10-26,Salt River Rafters,True,True,825660,C,9.0,12,1,1,1,14,.971,0,0,13.00,13.00
2025,698927,Edward Duran,Glendale Desert Dogs,2025-10-30,Scottsdale Scorpions,False,False,825612,C,8.0,10,1,1,1,12,.963,0,0,11.00,12.38
2025,698927,Edward Duran,Glendale Desert Dogs,2025-11-02,Surprise Saguaros,True,False,825658,C,7.0,9,0,0,0,9,.967,0,0,9.00,11.57
2025,698927,Edward Duran,Glendale Desert Dogs,2025-11-06,Peoria Javelinas,False,True,825641,C,7.0,11,0,0,0,11,.970,0,0,11.00,14.14
2025,698927,Edward Duran,Glendale Desert Dogs,2025-11-11,Scottsdale Scorpions,False,True,825608,C,7.0,12,1,0,0,13,.974,0,0,13.00,16.71
2025,814436,Ryan Galanie,Glendale Desert Dogs,2025-10-07,Salt River Rafters,False,False,825635,1B,8.0,9,2,0,0,11,1.000,2,0,11.00,12.38
2025,814436,Ryan Galanie,Glendale Desert Dogs,2025-10-08,Surprise Saguaros,False,False,825591,1B,9.2,3,1,0,0,4,1.000,0,0,4.00,4.00
2025,814436,Ryan Galanie,Glendale Desert Dogs,2025-10-14,Salt River Rafters,False,False,825636,1B,8.0,9,0,0,0,9,1.000,0,0,9.00,10.13
2025,814436,Ryan Galanie,Glendale Desert Dogs,2025-10-16,Scottsdale Scorpions,False,False,825621,DH,0.0,0,0,0,0,0,1.000,0,0,0.00,-.--
2025,814436,Ryan Galanie,Glendale Desert Dogs,2025-10-17,Surprise Saguaros,False,True,825587,1B,9.0,8,0,0,0,8,1.000,0,0,8.00,8.00
2025,814436,Ryan Galanie,Glendale Desert Dogs,2025-10-18,Mesa Solar Sox,True,False,825663,1B,7.0,2,0,0,0,2,1.000,1,0,2.00,2.57
2025,814436,Ryan Galanie,Glendale Desert Dogs,2025-10-21,Surprise Saguaros,False,False,825581,DH,0.0,0,0,0,0,0,1.000,0,0,0.00,-.--
2025,814436,Ryan Galanie,Glendale Desert Dogs,2025-10-21,Surprise Saguaros,False,False,825664,1B,6.0,3,1,0,0,4,1.000,0,0,4.00,6.00
2025,814436,Ryan Galanie,Glendale Desert Dogs,2025-10-23,Salt River Rafters,False,False,825630,1B,8.0,4,0,0,0,4,1.000,0,0,4.00,4.50
2025,814436,Ryan Galanie,Glendale Desert Dogs,2025-10-25,Peoria Javelinas,True,False,825662,1B,9.0,5,2,0,0,7,1.000,1,0,7.00,7.00
2025,814436,Ryan Galanie,Glendale Desert Dogs,2025-10-28,Mesa Solar Sox,False,False,825599,DH,0.0,0,0,0,0,0,1.000,0,0,0.00,-.--
2025,814436,Ryan Galanie,Glendale Desert Dogs,2025-10-29,Mesa Solar Sox,True,True,825656,1B,7.0,9,1,0,0,10,1.000,1,0,10.00,12.86
2025,814436,Ryan Galanie,Glendale Desert Dogs,2025-10-31,Peoria Javelinas,True,True,825659,1B,7.0,6,1,0,0,7,1.000,0,0,7.00,9.00
2025,814436,Ryan Galanie,Glendale Desert Dogs,2025-11-02,Surprise Saguaros,True,False,825658,1B,7.0,6,0,0,0,6,1.000,1,0,6.00,7.71
2025,814436,Ryan Galanie,Glendale Desert Dogs,2025-11-04,Peoria Javelinas,True,True,825657,1B,9.0,9,1,0,0,10,1.000,1,0,10.00,10.00
2025,814436,Ryan Galanie,Glendale Desert Dogs,2025-11-07,Scottsdale Scorpions,True,True,825655,1B,9.0,13,1,0,0,14,1.000,2,0,14.00,14.00
2025,814436,Ryan Galanie,Glendale Desert Dogs,2025-11-10,Mesa Solar Sox,True,False,825653,1B,7.0,3,0,0,0,3,1.000,0,0,3.00,3.86
2025,694188,Jesus Galiz,Glendale Desert Dogs,2025-10-14,Salt River Rafters,False,False,825636,C,8.0,9,0,1,1,10,.900,0,0,9.00,10.13
2025,694188,Jesus Galiz,Glendale Desert Dogs,2025-10-17,Surprise Saguaros,False,True,825587,C,9.0,12,1,0,0,13,.957,0,0,13.00,13.00
2025,694188,Jesus Galiz,Glendale Desert Dogs,2025-10-21,Surprise Saguaros,False,False,825581,C,6.0,7,0,0,0,7,.967,0,0,7.00,10.50
2025,694188,Jesus Galiz,Glendale Desert Dogs,2025-10-23,Salt River Rafters,False,False,825630,C,8.0,11,0,1,1,12,.952,0,0,11.00,12.38
2025,694188,Jesus Galiz,Glendale Desert Dogs,2025-10-28,Mesa Solar Sox,False,False,825599,C,8.0,3,0,0,0,3,.956,0,0,3.00,3.38
2025,694188,Jesus Galiz,Glendale Desert Dogs,2025-11-01,Mesa Solar Sox,False,False,825598,C,8.2,12,1,0,0,13,.966,0,0,13.00,14.63
2025,694188,Jesus Galiz,Glendale Desert Dogs,2025-11-05,Mesa Solar Sox,False,True,825594,C,9.0,5,0,0,0,5,.968,0,0,5.00,5.00
2025,694188,Jesus Galiz,Glendale Desert Dogs,2025-11-10,Mesa Solar Sox,True,False,825653,C,7.0,13,0,0,0,13,.974,0,0,13.00,16.71
2025,691559,Jose D. Hernandez,Glendale Desert Dogs,2025-10-23,Salt River Rafters,False,False,825630,LF,8.0,1,0,0,0,1,1.000,0,0,1.00,1.13
2025,691559,Jose D. Hernandez,Glendale Desert Dogs,2025-10-29,Mesa Solar Sox,True,True,825656,LF,7.0,1,0,0,0,1,1.000,0,0,1.00,1.29
2025,691559,Jose D. Hernandez,Glendale Desert Dogs,2025-10-30,Scottsdale Scorpions,False,False,825612,LF,8.0,1,0,0,0,1,1.000,0,0,1.00,1.13
2025,691559,Jose D. Hernandez,Glendale Desert Dogs,2025-11-02,Surprise Saguaros,True,False,825658,LF,7.0,3,0,0,0,3,1.000,0,0,3.00,3.86
2025,691559,Jose D. Hernandez,Glendale Desert Dogs,2025-11-05,Mesa Solar Sox,False,True,825594,LF,9.0,1,0,0,0,1,1.000,0,0,1.00,1.00
2025,691559,Jose D. Hernandez,Glendale Desert Dogs,2025-11-10,Mesa Solar Sox,True,False,825653,LF,7.0,1,0,0,0,1,1.000,0,0,1.00,1.29
2025,802469,Travis Honeyman,Glendale Desert Dogs,2025-10-07,Salt River Rafters,False,False,825635,CF,8.0,1,0,0,0,1,1.000,0,0,1.00,1.13
2025,802469,Travis Honeyman,Glendale Desert Dogs,2025-10-08,Surprise Saguaros,False,False,825591,CF,9.2,0,0,0,0,0,1.000,0,0,0.00,0.00
2025,802469,Travis Honeyman,Glendale Desert Dogs,2025-10-14,Salt River Rafters,False,False,825636,CF,8.0,1,0,0,0,1,1.000,0,0,1.00,1.13
2025,802469,Travis Honeyman,Glendale Desert Dogs,2025-10-15,Peoria Javelinas,False,True,825648,CF,9.0,2,0,0,0,2,1.000,0,0,2.00,2.00
2025,802469,Travis Honeyman,Glendale Desert Dogs,2025-10-16,Scottsdale Scorpions,False,False,825621,LF,4.0,0,0,0,0,0,1.000,0,0,0.00,0.00
2025,802469,Travis Honeyman,Glendale Desert Dogs,2025-10-25,Peoria Javelinas,True,False,825662,CF,9.0,2,0,0,0,2,1.000,0,0,2.00,2.00
2025,802469,Travis Honeyman,Glendale Desert Dogs,2025-10-28,Mesa Solar Sox,False,False,825599,CF,8.0,1,0,0,0,1,1.000,0,0,1.00,1.13
2025,802469,Travis Honeyman,Glendale Desert Dogs,2025-10-29,Mesa Solar Sox,True,True,825656,CF,7.0,1,0,0,0,1,1.000,0,0,1.00,1.29
2025,802469,Travis Honeyman,Glendale Desert Dogs,2025-10-31,Peoria Javelinas,True,True,825659,CF,7.0,1,0,0,0,1,1.000,0,0,1.00,1.29
2025,802469,Travis Honeyman,Glendale Desert Dogs,2025-11-01,Mesa Solar Sox,False,False,825598,CF,8.2,3,0,0,0,3,1.000,0,0,3.00,3.38
2025,802469,Travis Honeyman,Glendale Desert Dogs,2025-11-06,Peoria Javelinas,False,True,825641,CF,7.0,3,0,0,0,3,1.000,0,0,3.00,3.86
2025,802469,Travis Honeyman,Glendale Desert Dogs,2025-11-07,Scottsdale Scorpions,True,True,825655,LF,9.0,0,0,0,0,0,1.000,0,0,0.00,0.00
2025,802469,Travis Honeyman,Glendale Desert Dogs,2025-11-10,Mesa Solar Sox,True,False,825653,CF,7.0,0,0,0,0,0,1.000,0,0,0.00,0.00
2025,801941,Carson Jacobs,Glendale Desert Dogs,2025-10-08,Surprise Saguaros,False,False,825591,P,0.2,0,0,0,0,0,.000,0,0,0.00,0.00
